location,date,vaccine,total_vaccinations
Portugal,3/4/2022,Sinovac,6206
Portugal,3/11/2022,Johnson&Johnson,1136241
Portugal,3/11/2022,Moderna,3577763
Portugal,3/11/2022,Novavax,119
Portugal,3/11/2022,Oxford/AstraZeneca,2265890
Portugal,3/11/2022,Pfizer/BioNTech,15011752
Portugal,3/11/2022,Sinopharm/Beijing,3503
Portugal,3/11/2022,Sinovac,6211
Portugal,3/18/2022,Johnson&Johnson,1136308
Portugal,3/18/2022,Moderna,3586600
Portugal,3/18/2022,Oxford/AstraZeneca,2265964
Portugal,3/18/2022,Pfizer/BioNTech,15036933
Portugal,3/18/2022,Sinopharm/Beijing,3505
Portugal,3/18/2022,Sinovac,6216
Portugal,3/25/2022,Johnson&Johnson,1136345
Portugal,3/25/2022,Moderna,3593509
Portugal,3/25/2022,Oxford/AstraZeneca,2266037
Portugal,3/25/2022,Pfizer/BioNTech,15057277
Portugal,3/25/2022,Sinopharm/Beijing,3508
Portugal,3/25/2022,Sinovac,6218
Portugal,4/1/2022,Johnson&Johnson,1136393
Portugal,4/1/2022,Moderna,3601892
Portugal,4/1/2022,Novavax,120
Portugal,4/1/2022,Oxford/AstraZeneca,2266104
Portugal,4/1/2022,Pfizer/BioNTech,15074952
Portugal,4/1/2022,Sinopharm/Beijing,3516
Portugal,4/1/2022,Sinovac,6222
Portugal,4/8/2022,Johnson&Johnson,1136461
Portugal,4/8/2022,Moderna,3609708
Portugal,4/8/2022,Oxford/AstraZeneca,2266116
Portugal,4/8/2022,Pfizer/BioNTech,15091010
Portugal,4/8/2022,Sinopharm/Beijing,3521
Portugal,4/8/2022,Sinovac,6226
Portugal,4/15/2022,Johnson&Johnson,1136502
Portugal,4/15/2022,Moderna,3610744
Portugal,4/15/2022,Oxford/AstraZeneca,2266140
Portugal,4/15/2022,Pfizer/BioNTech,15104356
Portugal,4/15/2022,Sinopharm/Beijing,3523
Portugal,4/15/2022,Sinovac,6228
Portugal,4/22/2022,Johnson&Johnson,1136541
Portugal,4/22/2022,Moderna,3615305
Portugal,4/22/2022,Oxford/AstraZeneca,2266160
Portugal,4/22/2022,Pfizer/BioNTech,15126602
Portugal,4/22/2022,Sinopharm/Beijing,3528
Portugal,4/22/2022,Sinovac,6234
Portugal,4/29/2022,Johnson&Johnson,1136605
Portugal,4/29/2022,Moderna,3618728
Portugal,4/29/2022,Oxford/AstraZeneca,2266199
Portugal,4/29/2022,Pfizer/BioNTech,15144358
Portugal,4/29/2022,Sinopharm/Beijing,3535
Portugal,4/29/2022,Sinovac,6243
Portugal,5/6/2022,Johnson&Johnson,1136640
Portugal,5/6/2022,Moderna,3622270
Portugal,5/6/2022,Novavax,121
Portugal,5/6/2022,Oxford/AstraZeneca,2266221
Portugal,5/6/2022,Pfizer/BioNTech,15163789
Portugal,5/6/2022,Sinopharm/Beijing,3540
Portugal,5/6/2022,Sinovac,6249
Portugal,5/13/2022,Johnson&Johnson,1136674
Portugal,5/13/2022,Moderna,3625520
Portugal,5/13/2022,Oxford/AstraZeneca,2266244
Portugal,5/13/2022,Pfizer/BioNTech,15183730
Portugal,5/13/2022,Sinopharm/Beijing,3542
Portugal,5/13/2022,Sinovac,6252
Portugal,5/20/2022,Johnson&Johnson,1136723
Portugal,5/20/2022,Moderna,3630323
Portugal,5/20/2022,Novavax,122
Portugal,5/20/2022,Oxford/AstraZeneca,2266270
Portugal,5/20/2022,Pfizer/BioNTech,15252642
Portugal,5/20/2022,Sinopharm/Beijing,3546
Portugal,5/20/2022,Sinovac,6256
Portugal,5/27/2022,Johnson&Johnson,1136749
Portugal,5/27/2022,Moderna,3636282
Portugal,5/27/2022,Oxford/AstraZeneca,2266281
Portugal,5/27/2022,Pfizer/BioNTech,15367429
Portugal,5/27/2022,Sinopharm/Beijing,3550
Portugal,5/27/2022,Sinovac,6257
Portugal,6/3/2022,Johnson&Johnson,1136781
Portugal,6/3/2022,Moderna,3645979
Portugal,6/3/2022,Oxford/AstraZeneca,2266297
Portugal,6/3/2022,Pfizer/BioNTech,15516239
Portugal,6/3/2022,Sinovac,6258
Portugal,6/10/2022,Johnson&Johnson,1136816
Portugal,6/10/2022,Moderna,3654958
Portugal,6/10/2022,Novavax,128
Portugal,6/10/2022,Oxford/AstraZeneca,2266317
Portugal,6/10/2022,Pfizer/BioNTech,15641891
Portugal,6/10/2022,Sinopharm/Beijing,3554
Portugal,6/10/2022,Sinovac,6261
Portugal,6/17/2022,Johnson&Johnson,1136839
Portugal,6/17/2022,Moderna,3663436
Portugal,6/17/2022,Novavax,129
Portugal,6/17/2022,Oxford/AstraZeneca,2266341
Portugal,6/17/2022,Pfizer/BioNTech,15739241
Portugal,6/17/2022,Sinopharm/Beijing,3557
Portugal,6/24/2022,Johnson&Johnson,1136859
Portugal,6/24/2022,Moderna,3670390
Portugal,6/24/2022,Novavax,139
Portugal,6/24/2022,Oxford/AstraZeneca,2266362
Portugal,6/24/2022,Pfizer/BioNTech,15813336
Portugal,6/24/2022,Sinopharm/Beijing,3558
Portugal,6/24/2022,Sinovac,6266
Portugal,7/1/2022,Johnson&Johnson,1136875
Portugal,7/1/2022,Moderna,3675489
Portugal,7/1/2022,Oxford/AstraZeneca,2266389
Portugal,7/1/2022,Pfizer/BioNTech,15867294
Portugal,7/1/2022,Sinopharm/Beijing,3559
Portugal,7/1/2022,Sinovac,6268
Portugal,7/8/2022,Johnson&Johnson,1136881
Portugal,7/8/2022,Moderna,3678594
Portugal,7/8/2022,Oxford/AstraZeneca,2266405
Portugal,7/8/2022,Pfizer/BioNTech,15902006
Portugal,7/15/2022,Johnson&Johnson,1136888
Portugal,7/15/2022,Moderna,3681033
Portugal,7/15/2022,Oxford/AstraZeneca,2266415
Portugal,7/15/2022,Pfizer/BioNTech,15927848
Portugal,7/15/2022,Sinopharm/Beijing,3563
Portugal,7/15/2022,Sinovac,6270
Portugal,7/19/2022,Moderna,3679278
Portugal,7/19/2022,Oxford/AstraZeneca,2262163
Portugal,7/19/2022,Pfizer/BioNTech,15927125
Portugal,7/22/2022,Johnson&Johnson,1136892
Portugal,7/22/2022,Moderna,3682666
Portugal,7/22/2022,Oxford/AstraZeneca,2266425
Portugal,7/22/2022,Pfizer/BioNTech,15951082
Portugal,7/22/2022,Sinopharm/Beijing,3566
Portugal,7/22/2022,Sinovac,6273
Portugal,7/29/2022,Johnson&Johnson,1136900
Portugal,7/29/2022,Moderna,3683790
Portugal,7/29/2022,Novavax,141
Portugal,7/29/2022,Oxford/AstraZeneca,2266438
Portugal,7/29/2022,Pfizer/BioNTech,15972361
Portugal,7/29/2022,Sinopharm/Beijing,3567
Portugal,7/29/2022,Sinovac,6274
Portugal,8/5/2022,Johnson&Johnson,1136902
Portugal,8/5/2022,Moderna,3684703
Portugal,8/5/2022,Novavax,142
Portugal,8/5/2022,Oxford/AstraZeneca,2266440
Portugal,8/5/2022,Pfizer/BioNTech,15985677
Portugal,8/5/2022,Sinopharm/Beijing,3568
Portugal,8/5/2022,Sinovac,6275
Portugal,8/12/2022,Moderna,3685562
Portugal,8/12/2022,Novavax,146
Portugal,8/12/2022,Oxford/AstraZeneca,2266443
Portugal,8/12/2022,Pfizer/BioNTech,15997363
Portugal,8/19/2022,Johnson&Johnson,1136903
Portugal,8/19/2022,Moderna,3686229
Portugal,8/19/2022,Oxford/AstraZeneca,2266448
Portugal,8/19/2022,Pfizer/BioNTech,16006694
Portugal,8/26/2022,Moderna,3686839
Portugal,8/26/2022,Pfizer/BioNTech,16016567
Portugal,9/2/2022,Moderna,3687381
Portugal,9/2/2022,Oxford/AstraZeneca,2266451
Portugal,9/2/2022,Pfizer/BioNTech,16024613
Portugal,9/9/2022,Johnson&Johnson,1136904
Portugal,9/9/2022,Moderna,3687411
Portugal,9/9/2022,Pfizer/BioNTech,16091591
Portugal,9/16/2022,Moderna,3687434
Portugal,9/16/2022,Oxford/AstraZeneca,2266452
Portugal,9/16/2022,Pfizer/BioNTech,16257127
Romania,12/27/2020,Pfizer/BioNTech,965
Romania,12/28/2020,Pfizer/BioNTech,2066
Romania,12/29/2020,Pfizer/BioNTech,2778
Romania,12/30/2020,Pfizer/BioNTech,5666
Romania,12/31/2020,Pfizer/BioNTech,10289
Romania,1/1/2021,Pfizer/BioNTech,11656
Romania,1/2/2021,Pfizer/BioNTech,13242
Romania,1/3/2021,Pfizer/BioNTech,13596
Romania,1/4/2021,Pfizer/BioNTech,25508
Romania,1/5/2021,Pfizer/BioNTech,41609
Romania,1/6/2021,Pfizer/BioNTech,58554
Romania,1/7/2021,Pfizer/BioNTech,76400
Romania,1/8/2021,Pfizer/BioNTech,92706
Romania,1/9/2021,Pfizer/BioNTech,102301
Romania,1/10/2021,Pfizer/BioNTech,108294
Romania,1/11/2021,Pfizer/BioNTech,125190
Romania,1/12/2021,Pfizer/BioNTech,140447
Romania,1/13/2021,Pfizer/BioNTech,154268
Romania,1/14/2021,Pfizer/BioNTech,168089
Romania,1/15/2021,Pfizer/BioNTech,184146
Romania,1/16/2021,Pfizer/BioNTech,196567
Romania,1/17/2021,Pfizer/BioNTech,204662
Romania,1/18/2021,Pfizer/BioNTech,234899
Romania,1/19/2021,Pfizer/BioNTech,269706
Romania,1/20/2021,Pfizer/BioNTech,308044
Romania,1/21/2021,Pfizer/BioNTech,347756
Romania,1/22/2021,Pfizer/BioNTech,385596
Romania,1/23/2021,Pfizer/BioNTech,418545
Romania,1/24/2021,Pfizer/BioNTech,445945
Romania,1/25/2021,Pfizer/BioNTech,484291
Romania,1/26/2021,Pfizer/BioNTech,528038
Romania,1/27/2021,Pfizer/BioNTech,570364
Romania,1/28/2021,Pfizer/BioNTech,609056
Romania,1/29/2021,Pfizer/BioNTech,646660
Romania,1/30/2021,Pfizer/BioNTech,672056
Romania,1/31/2021,Pfizer/BioNTech,691075
Romania,2/1/2021,Pfizer/BioNTech,720844
Romania,2/2/2021,Pfizer/BioNTech,748392
Romania,2/3/2021,Pfizer/BioNTech,771862
Romania,2/4/2021,Moderna,6443
Romania,2/4/2021,Pfizer/BioNTech,788012
Romania,2/5/2021,Moderna,14944
Romania,2/5/2021,Pfizer/BioNTech,806268
Romania,2/6/2021,Moderna,23087
Romania,2/6/2021,Pfizer/BioNTech,817385
Romania,2/7/2021,Moderna,31026
Romania,2/7/2021,Pfizer/BioNTech,824956
Romania,2/8/2021,Moderna,35454
Romania,2/8/2021,Pfizer/BioNTech,855554
Romania,2/9/2021,Moderna,40399
Romania,2/9/2021,Pfizer/BioNTech,889416
Romania,2/10/2021,Moderna,44448
Romania,2/10/2021,Pfizer/BioNTech,926179
Romania,2/11/2021,Moderna,47769
Romania,2/11/2021,Pfizer/BioNTech,961312
Romania,2/12/2021,Moderna,51388
Romania,2/12/2021,Pfizer/BioNTech,997068
Romania,2/13/2021,Moderna,54855
Romania,2/13/2021,Pfizer/BioNTech,1028900
Romania,2/14/2021,Moderna,57881
Romania,2/14/2021,Pfizer/BioNTech,1055753
Romania,2/15/2021,Moderna,60916
Romania,2/15/2021,Oxford/AstraZeneca,6812
Romania,2/15/2021,Pfizer/BioNTech,1083043
Romania,2/16/2021,Moderna,63951
Romania,2/16/2021,Oxford/AstraZeneca,13624
Romania,2/16/2021,Pfizer/BioNTech,1111098
Romania,2/17/2021,Moderna,69323
Romania,2/17/2021,Oxford/AstraZeneca,22956
Romania,2/17/2021,Pfizer/BioNTech,1139713
Romania,2/18/2021,Moderna,71707
Romania,2/18/2021,Oxford/AstraZeneca,31858
Romania,2/18/2021,Pfizer/BioNTech,1168247
Romania,2/19/2021,Moderna,72378
Romania,2/19/2021,Oxford/AstraZeneca,41296
Romania,2/19/2021,Pfizer/BioNTech,1196266
Romania,2/20/2021,Moderna,72676
Romania,2/20/2021,Oxford/AstraZeneca,50440
Romania,2/20/2021,Pfizer/BioNTech,1219748
Romania,2/21/2021,Moderna,72791
Romania,2/21/2021,Oxford/AstraZeneca,58747
Romania,2/21/2021,Pfizer/BioNTech,1239270
Romania,2/22/2021,Moderna,72935
Romania,2/22/2021,Oxford/AstraZeneca,68534
Romania,2/22/2021,Pfizer/BioNTech,1259204
Romania,2/23/2021,Moderna,73010
Romania,2/23/2021,Oxford/AstraZeneca,78141
Romania,2/23/2021,Pfizer/BioNTech,1278866
Romania,2/24/2021,Moderna,73017
Romania,2/24/2021,Oxford/AstraZeneca,87871
Romania,2/24/2021,Pfizer/BioNTech,1297346
Romania,2/25/2021,Moderna,73020
Romania,2/25/2021,Oxford/AstraZeneca,98055
Romania,2/25/2021,Pfizer/BioNTech,1307417
Romania,2/26/2021,Oxford/AstraZeneca,109339
Romania,2/26/2021,Pfizer/BioNTech,1315258
Romania,2/27/2021,Oxford/AstraZeneca,119310
Romania,2/27/2021,Pfizer/BioNTech,1320991
Romania,2/28/2021,Oxford/AstraZeneca,127371
Romania,2/28/2021,Pfizer/BioNTech,1324066
Romania,3/1/2021,Oxford/AstraZeneca,136586
Romania,3/1/2021,Pfizer/BioNTech,1347000
Romania,3/2/2021,Oxford/AstraZeneca,146051
Romania,3/2/2021,Pfizer/BioNTech,1375693
Romania,3/3/2021,Oxford/AstraZeneca,154730
Romania,3/3/2021,Pfizer/BioNTech,1405699
Romania,3/4/2021,Moderna,79862
Romania,3/4/2021,Oxford/AstraZeneca,162337
Romania,3/4/2021,Pfizer/BioNTech,1434988
Romania,3/5/2021,Moderna,88224
Romania,3/5/2021,Oxford/AstraZeneca,170102
Romania,3/5/2021,Pfizer/BioNTech,1466214
Romania,3/6/2021,Moderna,96530
Romania,3/6/2021,Oxford/AstraZeneca,177516
Romania,3/6/2021,Pfizer/BioNTech,1499132
Romania,3/7/2021,Moderna,104227
Romania,3/7/2021,Oxford/AstraZeneca,184012
Romania,3/7/2021,Pfizer/BioNTech,1530123
Romania,3/8/2021,Moderna,108871
Romania,3/8/2021,Oxford/AstraZeneca,190326
Romania,3/8/2021,Pfizer/BioNTech,1562623
Romania,3/9/2021,Moderna,113813
Romania,3/9/2021,Oxford/AstraZeneca,197660
Romania,3/9/2021,Pfizer/BioNTech,1598547
Romania,3/10/2021,Moderna,117819
Romania,3/10/2021,Oxford/AstraZeneca,204910
Romania,3/10/2021,Pfizer/BioNTech,1638693
Romania,3/11/2021,Moderna,121218
Romania,3/11/2021,Oxford/AstraZeneca,211212
Romania,3/11/2021,Pfizer/BioNTech,1678903
Romania,3/12/2021,Moderna,124766
Romania,3/12/2021,Oxford/AstraZeneca,217059
Romania,3/12/2021,Pfizer/BioNTech,1718894
Romania,3/13/2021,Moderna,128144
Romania,3/13/2021,Oxford/AstraZeneca,222922
Romania,3/13/2021,Pfizer/BioNTech,1758375
Romania,3/14/2021,Moderna,131137
Romania,3/14/2021,Oxford/AstraZeneca,228280
Romania,3/14/2021,Pfizer/BioNTech,1792723
Romania,3/15/2021,Moderna,137600
Romania,3/15/2021,Oxford/AstraZeneca,235679
Romania,3/15/2021,Pfizer/BioNTech,1828437
Romania,3/16/2021,Moderna,149732
Romania,3/16/2021,Oxford/AstraZeneca,242742
Romania,3/16/2021,Pfizer/BioNTech,1869226
Romania,3/17/2021,Moderna,158781
Romania,3/17/2021,Oxford/AstraZeneca,249300
Romania,3/17/2021,Pfizer/BioNTech,1907900
Romania,3/18/2021,Moderna,165150
Romania,3/18/2021,Oxford/AstraZeneca,256243
Romania,3/18/2021,Pfizer/BioNTech,1946513
Romania,3/19/2021,Moderna,169966
Romania,3/19/2021,Oxford/AstraZeneca,263394
Romania,3/19/2021,Pfizer/BioNTech,1984407
Romania,3/20/2021,Moderna,174732
Romania,3/20/2021,Oxford/AstraZeneca,271485
Romania,3/20/2021,Pfizer/BioNTech,2022454
Romania,3/21/2021,Moderna,179154
Romania,3/21/2021,Oxford/AstraZeneca,279325
Romania,3/21/2021,Pfizer/BioNTech,2054609
Romania,3/22/2021,Moderna,183177
Romania,3/22/2021,Oxford/AstraZeneca,286648
Romania,3/22/2021,Pfizer/BioNTech,2090459
Romania,3/23/2021,Moderna,187546
Romania,3/23/2021,Oxford/AstraZeneca,294985
Romania,3/23/2021,Pfizer/BioNTech,2135815
Romania,3/24/2021,Moderna,191868
Romania,3/24/2021,Oxford/AstraZeneca,302969
Romania,3/24/2021,Pfizer/BioNTech,2182617
Romania,3/25/2021,Moderna,196122
Romania,3/25/2021,Oxford/AstraZeneca,310485
Romania,3/25/2021,Pfizer/BioNTech,2229733
Romania,3/26/2021,Moderna,200231
Romania,3/26/2021,Oxford/AstraZeneca,318056
Romania,3/26/2021,Pfizer/BioNTech,2273184
Romania,3/27/2021,Moderna,204969
Romania,3/27/2021,Oxford/AstraZeneca,326640
Romania,3/27/2021,Pfizer/BioNTech,2318409
Romania,3/28/2021,Moderna,209212
Romania,3/28/2021,Oxford/AstraZeneca,334912
Romania,3/28/2021,Pfizer/BioNTech,2360607
Romania,3/29/2021,Moderna,213039
Romania,3/29/2021,Oxford/AstraZeneca,342263
Romania,3/29/2021,Pfizer/BioNTech,2401887
Romania,3/30/2021,Moderna,217516
Romania,3/30/2021,Oxford/AstraZeneca,349827
Romania,3/30/2021,Pfizer/BioNTech,2454264
Romania,3/31/2021,Moderna,221682
Romania,3/31/2021,Oxford/AstraZeneca,356402
Romania,3/31/2021,Pfizer/BioNTech,2501784
Romania,4/1/2021,Moderna,226033
Romania,4/1/2021,Oxford/AstraZeneca,362660
Romania,4/1/2021,Pfizer/BioNTech,2548790
Romania,4/2/2021,Moderna,230533
Romania,4/2/2021,Oxford/AstraZeneca,368974
Romania,4/2/2021,Pfizer/BioNTech,2595945
Romania,4/3/2021,Moderna,235329
Romania,4/3/2021,Oxford/AstraZeneca,374819
Romania,4/3/2021,Pfizer/BioNTech,2640729
Romania,4/4/2021,Moderna,239724
Romania,4/4/2021,Oxford/AstraZeneca,379020
Romania,4/4/2021,Pfizer/BioNTech,2680468
Romania,4/5/2021,Moderna,243667
Romania,4/5/2021,Oxford/AstraZeneca,382996
Romania,4/5/2021,Pfizer/BioNTech,2723919
Romania,4/6/2021,Moderna,248385
Romania,4/6/2021,Oxford/AstraZeneca,386430
Romania,4/6/2021,Pfizer/BioNTech,2770716
Romania,4/7/2021,Moderna,253339
Romania,4/7/2021,Oxford/AstraZeneca,389001
Romania,4/7/2021,Pfizer/BioNTech,2818530
Romania,4/8/2021,Moderna,258603
Romania,4/8/2021,Oxford/AstraZeneca,391469
Romania,4/8/2021,Pfizer/BioNTech,2867621
Romania,4/9/2021,Moderna,263626
Romania,4/9/2021,Oxford/AstraZeneca,393982
Romania,4/9/2021,Pfizer/BioNTech,2914374
Romania,4/10/2021,Moderna,271279
Romania,4/10/2021,Oxford/AstraZeneca,397094
Romania,4/10/2021,Pfizer/BioNTech,2965548
Romania,4/11/2021,Moderna,278832
Romania,4/11/2021,Oxford/AstraZeneca,399252
Romania,4/11/2021,Pfizer/BioNTech,3012825
Romania,4/12/2021,Moderna,287423
Romania,4/12/2021,Oxford/AstraZeneca,407271
Romania,4/12/2021,Pfizer/BioNTech,3059096
Romania,4/13/2021,Moderna,296167
Romania,4/13/2021,Oxford/AstraZeneca,417067
Romania,4/13/2021,Pfizer/BioNTech,3117146
Romania,4/14/2021,Moderna,305182
Romania,4/14/2021,Oxford/AstraZeneca,426913
Romania,4/14/2021,Pfizer/BioNTech,3178405
Romania,4/15/2021,Moderna,314259
Romania,4/15/2021,Oxford/AstraZeneca,436165
Romania,4/15/2021,Pfizer/BioNTech,3240132
Romania,4/16/2021,Moderna,323062
Romania,4/16/2021,Oxford/AstraZeneca,446329
Romania,4/16/2021,Pfizer/BioNTech,3300799
Romania,4/17/2021,Moderna,332539
Romania,4/17/2021,Oxford/AstraZeneca,456172
Romania,4/17/2021,Pfizer/BioNTech,3362657
Romania,4/18/2021,Moderna,341162
Romania,4/18/2021,Oxford/AstraZeneca,464653
Romania,4/18/2021,Pfizer/BioNTech,3417475
Romania,4/19/2021,Moderna,349011
Romania,4/19/2021,Oxford/AstraZeneca,475051
Romania,4/19/2021,Pfizer/BioNTech,3474495
Romania,4/20/2021,Moderna,358891
Romania,4/20/2021,Oxford/AstraZeneca,485089
Romania,4/20/2021,Pfizer/BioNTech,3543461
Romania,4/21/2021,Moderna,369970
Romania,4/21/2021,Oxford/AstraZeneca,495208
Romania,4/21/2021,Pfizer/BioNTech,3614041
Romania,4/22/2021,Moderna,380592
Romania,4/22/2021,Oxford/AstraZeneca,505247
Romania,4/22/2021,Pfizer/BioNTech,3680757
Romania,4/23/2021,Moderna,390799
Romania,4/23/2021,Oxford/AstraZeneca,516765
Romania,4/23/2021,Pfizer/BioNTech,3749432
Romania,4/24/2021,Moderna,402275
Romania,4/24/2021,Oxford/AstraZeneca,526446
Romania,4/24/2021,Pfizer/BioNTech,3817954
Romania,4/25/2021,Moderna,411876
Romania,4/25/2021,Oxford/AstraZeneca,534300
Romania,4/25/2021,Pfizer/BioNTech,3877603
Romania,4/26/2021,Moderna,421055
Romania,4/26/2021,Oxford/AstraZeneca,543893
Romania,4/26/2021,Pfizer/BioNTech,3939640
Romania,4/27/2021,Moderna,430671
Romania,4/27/2021,Oxford/AstraZeneca,553916
Romania,4/27/2021,Pfizer/BioNTech,4004648
Romania,4/28/2021,Moderna,439342
Romania,4/28/2021,Oxford/AstraZeneca,563246
Romania,4/28/2021,Pfizer/BioNTech,4070437
Romania,4/29/2021,Moderna,447398
Romania,4/29/2021,Oxford/AstraZeneca,571580
Romania,4/29/2021,Pfizer/BioNTech,4134438
Romania,4/30/2021,Moderna,455671
Romania,4/30/2021,Oxford/AstraZeneca,579202
Romania,4/30/2021,Pfizer/BioNTech,4197155
Romania,5/1/2021,Moderna,461395
Romania,5/1/2021,Oxford/AstraZeneca,584908
Romania,5/1/2021,Pfizer/BioNTech,4245742
Romania,5/2/2021,Moderna,465528
Romania,5/2/2021,Oxford/AstraZeneca,588599
Romania,5/2/2021,Pfizer/BioNTech,4279191
Romania,5/3/2021,Moderna,471274
Romania,5/3/2021,Oxford/AstraZeneca,593957
Romania,5/3/2021,Pfizer/BioNTech,4334654
Romania,5/4/2021,Johnson&Johnson,45
Romania,5/4/2021,Moderna,478246
Romania,5/4/2021,Oxford/AstraZeneca,602451
Romania,5/4/2021,Pfizer/BioNTech,4404747
Romania,5/5/2021,Johnson&Johnson,267
Romania,5/5/2021,Moderna,485462
Romania,5/5/2021,Oxford/AstraZeneca,610915
Romania,5/5/2021,Pfizer/BioNTech,4483199
Romania,5/6/2021,Johnson&Johnson,1159
Romania,5/6/2021,Moderna,494009
Romania,5/6/2021,Oxford/AstraZeneca,618693
Romania,5/6/2021,Pfizer/BioNTech,4566436
Romania,5/7/2021,Johnson&Johnson,2654
Romania,5/7/2021,Moderna,502226
Romania,5/7/2021,Oxford/AstraZeneca,625404
Romania,5/7/2021,Pfizer/BioNTech,4642514
Romania,5/8/2021,Johnson&Johnson,3325
Romania,5/8/2021,Moderna,512737
Romania,5/8/2021,Oxford/AstraZeneca,632302
Romania,5/8/2021,Pfizer/BioNTech,4735067
Romania,5/9/2021,Johnson&Johnson,3527
Romania,5/9/2021,Moderna,522443
Romania,5/9/2021,Oxford/AstraZeneca,638049
Romania,5/9/2021,Pfizer/BioNTech,4823349
Romania,5/10/2021,Johnson&Johnson,5270
Romania,5/10/2021,Moderna,530055
Romania,5/10/2021,Oxford/AstraZeneca,646291
Romania,5/10/2021,Pfizer/BioNTech,4905212
Romania,5/11/2021,Johnson&Johnson,8651
Romania,5/11/2021,Moderna,537276
Romania,5/11/2021,Oxford/AstraZeneca,654036
Romania,5/11/2021,Pfizer/BioNTech,4992709
Romania,5/12/2021,Johnson&Johnson,12662
Romania,5/12/2021,Moderna,544683
Romania,5/12/2021,Oxford/AstraZeneca,661214
Romania,5/12/2021,Pfizer/BioNTech,5078867
Romania,5/13/2021,Johnson&Johnson,17203
Romania,5/13/2021,Moderna,551854
Romania,5/13/2021,Oxford/AstraZeneca,668387
Romania,5/13/2021,Pfizer/BioNTech,5163215
Romania,5/14/2021,Johnson&Johnson,23115
Romania,5/14/2021,Moderna,559092
Romania,5/14/2021,Oxford/AstraZeneca,676145
Romania,5/14/2021,Pfizer/BioNTech,5252621
Romania,5/15/2021,Johnson&Johnson,25538
Romania,5/15/2021,Moderna,566632
Romania,5/15/2021,Oxford/AstraZeneca,684454
Romania,5/15/2021,Pfizer/BioNTech,5353370
Romania,5/16/2021,Johnson&Johnson,27008
Romania,5/16/2021,Moderna,572217
Romania,5/16/2021,Oxford/AstraZeneca,692147
Romania,5/16/2021,Pfizer/BioNTech,5440284
Romania,5/17/2021,Johnson&Johnson,31404
Romania,5/17/2021,Moderna,577717
Romania,5/17/2021,Oxford/AstraZeneca,699993
Romania,5/17/2021,Pfizer/BioNTech,5517198
Romania,5/18/2021,Johnson&Johnson,37860
Romania,5/18/2021,Moderna,585040
Romania,5/18/2021,Oxford/AstraZeneca,708606
Romania,5/18/2021,Pfizer/BioNTech,5591759
Romania,5/19/2021,Johnson&Johnson,45337
Romania,5/19/2021,Moderna,592929
Romania,5/19/2021,Oxford/AstraZeneca,716589
Romania,5/19/2021,Pfizer/BioNTech,5662827
Romania,5/20/2021,Johnson&Johnson,52508
Romania,5/20/2021,Moderna,600583
Romania,5/20/2021,Oxford/AstraZeneca,724401
Romania,5/20/2021,Pfizer/BioNTech,5728149
Romania,5/21/2021,Johnson&Johnson,59855
Romania,5/21/2021,Moderna,607662
Romania,5/21/2021,Oxford/AstraZeneca,732201
Romania,5/21/2021,Pfizer/BioNTech,5790898
Romania,5/22/2021,Johnson&Johnson,62730
Romania,5/22/2021,Moderna,615611
Romania,5/22/2021,Oxford/AstraZeneca,740674
Romania,5/22/2021,Pfizer/BioNTech,5847052
Romania,5/23/2021,Johnson&Johnson,65439
Romania,5/23/2021,Moderna,621592
Romania,5/23/2021,Oxford/AstraZeneca,748426
Romania,5/23/2021,Pfizer/BioNTech,5884675
Romania,5/24/2021,Johnson&Johnson,71246
Romania,5/24/2021,Moderna,627741
Romania,5/24/2021,Oxford/AstraZeneca,756116
Romania,5/24/2021,Pfizer/BioNTech,5922644
Romania,5/25/2021,Johnson&Johnson,78264
Romania,5/25/2021,Moderna,633965
Romania,5/25/2021,Oxford/AstraZeneca,763583
Romania,5/25/2021,Pfizer/BioNTech,5970755
Romania,5/26/2021,Johnson&Johnson,86267
Romania,5/26/2021,Moderna,639199
Romania,5/26/2021,Oxford/AstraZeneca,770285
Romania,5/26/2021,Pfizer/BioNTech,6021938
Romania,5/27/2021,Johnson&Johnson,94290
Romania,5/27/2021,Moderna,643967
Romania,5/27/2021,Oxford/AstraZeneca,776549
Romania,5/27/2021,Pfizer/BioNTech,6070261
Romania,5/28/2021,Johnson&Johnson,102965
Romania,5/28/2021,Moderna,648279
Romania,5/28/2021,Oxford/AstraZeneca,782802
Romania,5/28/2021,Pfizer/BioNTech,6120498
Romania,5/29/2021,Johnson&Johnson,107871
Romania,5/29/2021,Moderna,651064
Romania,5/29/2021,Oxford/AstraZeneca,788744
Romania,5/29/2021,Pfizer/BioNTech,6183794
Romania,5/30/2021,Johnson&Johnson,112771
Romania,5/30/2021,Moderna,652398
Romania,5/30/2021,Oxford/AstraZeneca,792930
Romania,5/30/2021,Pfizer/BioNTech,6242467
Romania,5/31/2021,Johnson&Johnson,120076
Romania,5/31/2021,Moderna,654399
Romania,5/31/2021,Oxford/AstraZeneca,797307
Romania,5/31/2021,Pfizer/BioNTech,6292917
Romania,6/1/2021,Johnson&Johnson,124027
Romania,6/1/2021,Moderna,656926
Romania,6/1/2021,Oxford/AstraZeneca,800876
Romania,6/1/2021,Pfizer/BioNTech,6335638
Romania,6/2/2021,Johnson&Johnson,130875
Romania,6/2/2021,Moderna,660017
Romania,6/2/2021,Oxford/AstraZeneca,803580
